469900.0,Toronto,,
1880000.0,Toronto,3.0,4.0
650000.0,Toronto,2.0,2.0
1149000.0,Toronto,3.0,2.0
638000.0,Toronto,2.0,2.0
549000.0,Toronto,1.0,1.0
4999999.0,Toronto,4.0,4.0
1190000.0,Toronto,3.0,4.0
1249000.0,Toronto,3.0,2.0
799000.0,Toronto,2.0,2.0
685500.0,Toronto,1.0,1.0
749900.0,Toronto,3.0,2.0
1180000.0,Toronto,3.0,2.0
799000.0,Toronto,1.0,1.0
619900.0,Toronto,1.0,1.0
3689800.0,Toronto,3.0,5.0
2195000.0,Toronto,3.0,4.0
1068000.0,Toronto,3.0,6.0
468000.0,Toronto,,
1399000.0,Toronto,3.0,2.0
989000.0,Toronto,3.0,2.0
1150000.0,Toronto,3.0,4.0
749000.0,Toronto,,
5380000.0,Toronto,4.0,6.0
1459000.0,Toronto,3.0,4.0
838000.0,Toronto,1.0,2.0
649000.0,Toronto,2.0,2.0
1051800.0,Toronto,2.0,2.0
1189000.0,Toronto,4.0,3.0
1399000.0,Toronto,4.0,2.0
798000.0,Toronto,3.0,2.0
1050000.0,Toronto,3.0,3.0
2248550.0,Toronto,3.0,4.0
2468000.0,Toronto,5.0,5.0
799900.0,Toronto,4.0,3.0
3499900.0,Toronto,4.0,5.0
599999.0,Toronto,1.0,2.0
1298000.0,Toronto,2.0,2.0
678000.0,Toronto,3.0,2.0
999900.0,Toronto,2.0,2.0
569900.0,Toronto,1.0,1.0
5795000.0,Toronto,2.0,3.0
2299990.0,Toronto,2.0,3.0
452000.0,Toronto,1.0,1.0
718000.0,Toronto,2.0,1.0
3300000.0,Toronto,3.0,2.0
1099900.0,Toronto,3.0,2.0
1599900.0,,3.0,4.0
988800.0,Toronto,3.0,2.0
999999.0,Toronto,2.0,2.0
2480000.0,Toronto,4.0,3.0
829000.0,Toronto,2.0,2.0
1979000.0,Toronto,3.0,4.0
529800.0,Toronto,,
549900.0,Toronto,1.0,1.0
585000.0,Toronto,1.0,1.0
2088888.0,Toronto,4.0,5.0
1125000.0,Toronto,3.0,2.0
1149000.0,Toronto,3.0,2.0
1129000.0,Toronto,3.0,2.0
1199000.0,Toronto,3.0,1.0
999000.0,Toronto,2.0,2.0
1299000.0,Toronto,5.0,4.0
749900.0,Toronto,1.0,2.0
699000.0,Toronto,1.0,1.0
899900.0,Toronto,2.0,2.0
1525000.0,Toronto,2.0,2.0
668800.0,Toronto,1.0,2.0
659900.0,Toronto,1.0,2.0
558888.0,Toronto,2.0,1.0
579000.0,Toronto,1.0,1.0
589000.0,Toronto,3.0,2.0
798000.0,Toronto,3.0,3.0
1568000.0,Toronto,2.0,3.0
540000.0,Toronto,1.0,1.0
559000.0,Toronto,1.0,1.0
1488000.0,Toronto,3.0,2.0
1899000.0,Toronto,4.0,3.0
1188888.0,Toronto,2.0,2.0
1890000.0,Toronto,3.0,3.0
3069900.0,,4.0,2.0
1289000.0,Toronto,2.0,2.0
670000.0,Toronto,1.0,2.0
969000.0,Toronto,2.0,2.0
410000.0,Toronto,1.0,1.0
2169999.0,Toronto,2.0,3.0
790000.0,Toronto,2.0,2.0
1299000.0,Toronto,2.0,2.0
1075000.0,Toronto,3.0,3.0
1538000.0,Toronto,2.0,2.0
799999.0,Toronto,1.0,2.0
589000.0,Toronto,1.0,1.0
688000.0,Toronto,1.0,1.0
850000.0,Toronto,2.0,2.0
1249000.0,Toronto,3.0,3.0
629000.0,Toronto,1.0,1.0
799800.0,Toronto,1.0,1.0
599000.0,Toronto,1.0,2.0
649000.0,Toronto,2.0,2.0
1699000.0,Toronto,3.0,3.0
899000.0,Toronto,3.0,2.0
1969000.0,Toronto,4.0,4.0
1550000.0,Toronto,4.0,3.0
2588000.0,Toronto,4.0,5.0
1359000.0,Toronto,3.0,2.0
3995000.0,Toronto,4.0,4.0
1499000.0,Toronto,5.0,4.0
1499000.0,Toronto,3.0,2.0
3439000.0,Toronto,3.0,4.0
1378000.0,Toronto,3.0,2.0
685000.0,Toronto,2.0,2.0
1174900.0,,2.0,2.0
898000.0,,2.0,2.0
760000.0,Toronto,3.0,2.0
999900.0,Toronto,3.0,3.0
1750000.0,Toronto,3.0,2.0
1800000.0,Toronto,4.0,5.0
749000.0,Toronto,2.0,2.0
2549900.0,,2.0,2.0
798000.0,Toronto,4.0,2.0
928500.0,Toronto,2.0,2.0
499999.0,Toronto,1.0,1.0
899900.0,,3.0,2.0
799000.0,Toronto,2.0,1.0
1499000.0,Toronto,3.0,4.0
1849900.0,Toronto,4.0,4.0
799000.0,Toronto,3.0,3.0
759999.0,Toronto,2.0,2.0
825000.0,Toronto,1.0,1.0
930000.0,Toronto,1.0,2.0
530000.0,Toronto,1.0,1.0
1289000.0,Toronto,2.0,2.0
678000.0,Toronto,1.0,1.0
938000.0,Toronto,2.0,2.0
659000.0,Toronto,1.0,1.0
639000.0,Toronto,1.0,1.0
515000.0,Toronto,2.0,1.0
619000.0,Toronto,1.0,1.0
718900.0,Toronto,1.0,1.0
729900.0,Toronto,1.0,1.0
1079000.0,Toronto,2.0,2.0
1980000.0,Toronto,2.0,3.0
508000.0,Toronto,,
488800.0,Toronto,1.0,1.0
579000.0,Toronto,1.0,1.0
829900.0,Toronto,1.0,1.0
2698000.0,Toronto,4.0,5.0
720000.0,Toronto,1.0,1.0
1499000.0,Toronto,3.0,2.0
899900.0,Toronto,3.0,3.0
899000.0,Toronto,3.0,2.0
499000.0,Toronto,1.0,1.0
799888.0,Toronto,2.0,2.0
1049000.0,Toronto,3.0,2.0
749900.0,Toronto,1.0,1.0
3050000.0,Toronto,3.0,3.0
659000.0,Toronto,1.0,1.0
379999.0,Toronto,1.0,1.0
675000.0,Toronto,1.0,2.0
1099000.0,Toronto,2.0,3.0
899786.0,Toronto,2.0,2.0
510000.0,Toronto,3.0,1.0
1125000.0,Toronto,3.0,2.0
2388000.0,Toronto,3.0,3.0
2980000.0,Toronto,3.0,5.0
875000.0,Toronto,2.0,2.0
489000.0,Toronto,,
1046900.0,,2.0,2.0
1995000.0,Toronto,3.0,3.0
549000.0,Toronto,1.0,1.0
3199900.0,Toronto,6.0,8.0
