994900.0,,1.0,2.0
1388000.0,Toronto,3.0,3.0
1049000.0,Toronto,3.0,2.0
1338000.0,Toronto,4.0,4.0
1249900.0,Toronto,3.0,2.0
1699000.0,Toronto,3.0,2.0
459999.0,Toronto,1.0,1.0
889000.0,Toronto,2.0,2.0
629000.0,Toronto,2.0,2.0
649000.0,Brampton,3.0,1.0
1550000.0,Brampton,4.0,4.0
1024911.0,Brampton,4.0,4.0
925000.0,Brampton,3.0,4.0
1049000.0,Brampton,3.0,4.0
1499900.0,Brampton,4.0,4.0
639700.0,Brampton,2.0,2.0
649999.0,Brampton,3.0,2.0
1045888.0,Brampton,5.0,4.0
949500.0,Brampton,3.0,4.0
928888.0,Brampton,4.0,4.0
1150000.0,Brampton,3.0,4.0
999999.0,Brampton,4.0,4.0
1850000.0,Brampton,4.0,4.0
699000.0,Brampton,3.0,2.0
2300000.0,Brampton,4.0,4.0
1119000.0,Brampton,4.0,3.0
899000.0,Brampton,4.0,2.0
739888.0,Brampton,3.0,2.0
1200000.0,Brampton,3.0,4.0
1475000.0,Brampton,4.0,3.0
999000.0,Brampton,4.0,4.0
809999.0,Brampton,3.0,2.0
895000.0,Brampton,2.0,2.0
597000.0,Brampton,2.0,2.0
599900.0,Brampton,2.0,2.0
769900.0,Brampton,3.0,3.0
884900.0,Mississauga,3.0,4.0
799000.0,Mississauga,3.0,2.0
585000.0,Mississauga,2.0,2.0
609900.0,Mississauga,1.0,1.0
555000.0,Mississauga,1.0,1.0
859000.0,Mississauga,2.0,2.0
735000.0,Mississauga,2.0,2.0
669000.0,Mississauga,2.0,2.0
775000.0,Mississauga,2.0,2.0
4498800.0,Mississauga,4.0,7.0
599000.0,Mississauga,1.0,1.0
628000.0,Mississauga,2.0,2.0
1430000.0,Mississauga,3.0,2.0
1249000.0,Mississauga,3.0,1.0
1150000.0,Mississauga,4.0,3.0
1545880.0,Mississauga,4.0,4.0
1949999.0,Mississauga,5.0,4.0
1350000.0,Mississauga,3.0,4.0
649000.0,Brampton,3.0,1.0
1550000.0,Brampton,4.0,4.0
1024911.0,Brampton,4.0,4.0
925000.0,Brampton,3.0,4.0
1049000.0,Brampton,3.0,4.0
1499900.0,Brampton,4.0,4.0
639700.0,Brampton,2.0,2.0
649999.0,Brampton,3.0,2.0
1045888.0,Brampton,5.0,4.0
949500.0,Brampton,3.0,4.0
928888.0,Brampton,4.0,4.0
1150000.0,Brampton,3.0,4.0
999999.0,Brampton,4.0,4.0
1850000.0,Brampton,4.0,4.0
699000.0,Brampton,3.0,2.0
2300000.0,Brampton,4.0,4.0
1119000.0,Brampton,4.0,3.0
899000.0,Brampton,4.0,2.0
739888.0,Brampton,3.0,2.0
1200000.0,Brampton,3.0,4.0
1475000.0,Brampton,4.0,3.0
999000.0,Brampton,4.0,4.0
809999.0,Brampton,3.0,2.0
895000.0,Brampton,2.0,2.0
597000.0,Brampton,2.0,2.0
599900.0,Brampton,2.0,2.0
769900.0,Brampton,3.0,3.0
449900.0,Brampton,1.0,2.0
949000.0,Brampton,3.0,2.0
3099000.0,Brampton,5.0,5.0
899000.0,Brampton,3.0,1.0
1549000.0,Brampton,4.0,4.0
590000.0,Brampton,1.0,2.0
549900.0,Brampton,2.0,2.0
588888.0,Brampton,2.0,2.0
949900.0,Brampton,2.0,3.0
499999.0,Brampton,2.0,1.0
649000.0,Brampton,3.0,2.0
889800.0,Brampton,3.0,2.0
1140000.0,Brampton,4.0,3.0
960000.0,Brampton,3.0,2.0
1429000.0,Brampton,4.0,4.0
749900.0,Brampton,2.0,2.0
949000.0,Brampton,3.0,3.0
599900.0,Brampton,3.0,2.0
1199000.0,Brampton,4.0,4.0
899911.0,Brampton,3.0,3.0
515000.0,Brampton,1.0,1.0
975000.0,Brampton,3.0,4.0
0.0,,,
1200000.0,Brampton,4.0,4.0
1230000.0,Brampton,2.0,3.0
1199900.0,Brampton,3.0,4.0
1699999.0,Brampton,4.0,5.0
2996000.0,Vaughan,4.0,4.0
2980000.0,Vaughan,5.0,7.0
6500000.0,Vaughan,5.0,5.0
2399000.0,Vaughan,4.0,4.0
1598800.0,Vaughan,4.0,4.0
1400000.0,Vaughan,2.0,3.0
1388800.0,Vaughan,4.0,4.0
1688000.0,Vaughan,4.0,4.0
2049000.0,Vaughan,4.0,4.0
11490000.0,Vaughan,5.0,9.0
2999888.0,Vaughan,4.0,6.0
1388888.0,Vaughan,3.0,2.0
6388000.0,Vaughan,6.0,9.0
1788900.0,Vaughan,4.0,3.0
1888000.0,Vaughan,4.0,4.0
1900000.0,Vaughan,3.0,4.0
2998888.0,Vaughan,5.0,6.0
2099900.0,Vaughan,5.0,5.0
929000.0,Vaughan,3.0,3.0
2553800.0,Vaughan,4.0,5.0
1699000.0,Vaughan,4.0,4.0
779000.0,Vaughan,2.0,2.0
1888000.0,Vaughan,4.0,3.0
1250000.0,Vaughan,4.0,4.0
1199900.0,Vaughan,3.0,4.0
639000.0,Vaughan,2.0,2.0
899000.0,Vaughan,1.0,2.0
4499990.0,Vaughan,4.0,7.0
2655000.0,Vaughan,4.0,6.0
749900.0,Vaughan,2.0,2.0
1499000.0,Vaughan,3.0,5.0
2888000.0,Vaughan,4.0,5.0
2150000.0,Vaughan,5.0,4.0
1999999.0,Vaughan,4.0,5.0
1980000.0,Vaughan,4.0,4.0
799990.0,Vaughan,2.0,2.0
1068800.0,Vaughan,3.0,2.0
1748800.0,Vaughan,4.0,5.0
1235999.0,Vaughan,3.0,4.0
1688888.0,Vaughan,3.0,2.0
1998000.0,Vaughan,4.0,4.0
1149000.0,Vaughan,3.0,4.0
1849000.0,Vaughan,3.0,4.0
1099800.0,Vaughan,3.0,2.0
1099000.0,Vaughan,3.0,4.0
1499888.0,Vaughan,3.0,4.0
1419000.0,Vaughan,4.0,4.0
1499999.0,Vaughan,4.0,3.0
1218900.0,Vaughan,3.0,4.0
1499988.0,Vaughan,4.0,4.0
1595000.0,Vaughan,2.0,2.0
2250000.0,Vaughan,4.0,5.0
569000.0,Vaughan,1.0,1.0
2599000.0,Vaughan,4.0,5.0
